State,City,Restaurant Name,Location,Category,Dish Name,Price (INR),Rating,Rating Count
West Bengal,Kolkata,Domino's Pizza,Harish Mukherjee Road,Chicken Feast,Peri Peri Dip,37.14,0.0,0
Karnataka,Bengaluru,Baskin Robbins - Ice Cream Desserts,SAMSKRUTI GARDENIA,Freshly Scooped Tubs,Butterscotch Ribbon Ice Cream (Tub),310.0,0.0,0
Himachal Pradesh,Shimla,Nanta Bakers,Solan Town,Recommended,Manchow Soup,80.0,0.0,0
Karnataka,Bengaluru,Kanti Sweets,Kengeri,Sweets,Kaju Anjeer Sandwich,146.67,4.9,61
Punjab,Chandigarh,KFC,Sector 15,Burgers,Spicy Zinger Burger and Popcorn Meal,448.57,4.5,8
Chhattisgarh,Raipur,Pind Balluchi,Mahaveer Nagar,CHINESE SNACKS (veg),Paneer Honey Chilli Peppar,379.0,0.0,0
Assam,Guwahati,La Pino'z Pizza,Six mile,DOTD,Cheesy Macaroni Non-veg Pizza Regular,330.0,4.1,5
Sikkim,Gangtok,Treat,Gangtok,Rice Noodles,Noodles Egg,200.0,0.0,0
Punjab,Chandigarh,Wow! Momo,Sector 67 Mohali,Steam Momo,Chicken Pahari Fresh Steam Momo,129.0,3.5,19
Assam,Guwahati,Burger King,Christian Basti,Exclusive Deals (Save upto 40%),Crispy Chicken + Chicken Nuggets (4Pcs).,208.0,4.1,43
Haryana,Gurgaon,Wendy's Burgers,Old Gurgaon (Zone 6),Chimichurri Burgers,Chimichurri Spicy Paneer Burger Combo,359.0,4.5,1
Delhi,New Delhi,Krispy Kreme - Doughnuts & Coffee,SECTOR-31,Boxes and Combos,Original Glazed Doughnut [6 Pieces],589.0,0.0,0
Assam,Guwahati,Baskin Robbins - Ice Cream Desserts,Six Mile,Value Scoops,Snickers Ice Cream (Small Scoop),110.0,0.0,0
Assam,Guwahati,Pizza Hut,Hatigaon,Flash Sale Pizzas,Southern Fiery Chicken Medium Pizza,699.0,0.0,0
Madhya Pradesh,Indore,McDonald's,Beside Rajnandani Hotel,Coffee & Beverages (Hot and Cold),Mocha Coffee (R),242.0,5.0,1
Delhi,New Delhi,Kashyap chole kulche,Sector 21C,Breakfast Bestsellers,Chole Kulcha Naan Combo,230.0,4.3,63
Gujarat,Ahmedabad,Veg Meals by Lunchbox,Sola,Chapati Lunchbox,Paneer Tikka Masala Chapati Lunchbox,289.0,0.0,0
Karnataka,Bengaluru,Baskin Robbins - Ice Cream Desserts,RR Nagar,Value Scoops,Alphonso Mango Ice Cream.,90.0,0.0,0
Delhi,New Delhi,Pizza Hut,Raj Nagar,Recommended,Murg Malai Chicken,379.0,3.8,2
Karnataka,Bengaluru,Pizza Hut,Kengeri Satlite Town,Pasta,Cosy Comfort White Sauce Chicken Pasta,209.0,4.4,10
Meghalaya,Shillong,House of parathas,Upper Nongthymmai,Combos,Jeera Rice + Chicken Curry,210.0,0.0,0
Karnataka,Bengaluru,Baskin Robbins - Ice Cream Desserts,"Hope Farm, Varthur Main Road",Chocolate Ice Creams,Ferrero Moments Mousse Ice Cream,110.0,4.0,8
Uttar Pradesh,Lucknow,KFC,Aashiana,ROLLS,Classic Chicken Roll,139.0,4.3,40
Meghalaya,Shillong,Pizza Hut,Police Bazaar,Hut Café,Cold Coffee,149.0,0.0,0
Bihar,Patna,Awadhi,Boring Patliputra Road,Chinese Combo,Fry Rice+manchurian(4pc),279.0,4.1,7
Assam,Guwahati,Oriental Restaurant,Narengi,Indian Bread,Tandoori Roti,44.99,3.5,11
Tamil Nadu,Chennai,Ratna Cafe (Estd.1948),Kilpauk,Lunch Specials,Veg Biryani,140.0,4.1,466
Tamil Nadu,Chennai,Popeyes,Aerohub East Mall,Recommended,Boneless Chicken Bucket,455.0,4.2,2
Bihar,Patna,Harilal's,Boring Road,Teej Special,Malai Chamcham,205.71,4.7,123
West Bengal,Kolkata,The Brooklyn Creamery - Healthy Ice Cream,Thakurpukur,BonBons,Classic Vanilla Bonbons - Pack of 12,295.76,5.0,3
Nagaland,Kohima,Amaris,Kohima,Roll,Amaris beef roll,300.0,4.1,11
Gujarat,Ahmedabad,Lalaji Dilli Wale,Isanpur,Dilli Di Chaat,Basket Chaat,100.0,3.1,4
Kerala,Kochi,Pizza Hut,Kacheripady,Non Veg Pizza,Chicken Pepperoni,379.0,4.7,104
Punjab,Chandigarh,Roll Xpress,Sector 67,New Arrival Shakes,Bubble Gum Chocolate Shake,149.0,4.1,3
Odisha,Bhubaneswar,Odiani Hotel & Restaurant,Nayapalli,Biryani,Chicken Dum Biryani,229.0,4.6,18
Delhi,New Delhi,NIC Ice Creams,Dwarka,No Added Sugar Range,Belgian Chocolate No Added Sugar 100ml,114.41,0.0,0
Haryana,Gurgaon,LunchBox - Meals and Thalis,"Sector 37,Gurgaon",Mini Lunchbox,Mughlai Chicken Curry & Chapati Mini LunchBox,179.0,0.0,0
Rajasthan,Jaipur,Laduram Nanagram Mawawala,Sanganer,Indian Main Course,Mushroom Masala,280.0,0.0,0
Goa,Panaji,KFC,Dabolim,BURGERS,Chicken Burger Buddy Meal,549.0,4.7,200
Maharashtra,Mumbai,La Pino'z Pizza,HAWRE CENTURION MALL,DOTD,Capsicum Pizza Regular,125.0,4.4,29
Rajasthan,Jaipur,Cake Studio,Vidhyadhar Nagar,Pizza,Capsicum + Onion Pizza [ 7 Inches ] + 250 Ml Soft Drinks,180.0,0.0,0
Uttar Pradesh,Lucknow,Mahalaxmi Sweets & Restaurant,Aliganj,Noodles,Paneer Chowmein,399.0,4.6,117
Delhi,New Delhi,Mad Over Donuts,Rohini,Single Donuts,Salted caramel,133.33,4.6,1
Maharashtra,Mumbai,Shiv Sagar Veg Restaurant,Thane West,Chinese Staters,Mushroom Spring Roll,365.0,0.0,0
Karnataka,Bengaluru,Srinidhi Sagar Deluxe,Kengeri,North Indian Gravy,Aloo Mutter,195.0,0.0,0
Tamil Nadu,Chennai,Andhra Gunpowder,Bhaikadai,Idiyappam Curry Bowls,Chicken Pulusu Idiyappam Bowl,219.0,0.0,0
West Bengal,Kolkata,Tea Junction,Newtown,"BREAKFAST, MAGGIE, PASTA & ALL DAY QUICK MEAL",Creamy Corn Pasta with veggies,150.0,0.0,0
Uttarakhand,Dehradun,The Biryani moradabadi,Prem Nagar,Biryani,Muradabadi Chicken Biryani [500 Grams],209.0,0.0,0
Uttarakhand,Dehradun,The Belgian Waffle Co.,Jakhan,Recommended,Nutella Shake,185.0,3.6,1
Gujarat,Ahmedabad,Faasos' Signature Wraps & Rolls,Sola,Breakfast Specials,Egg Chicken Sausage Cheese Wrap,165.0,0.0,0
Tamil Nadu,Chennai,Arusuvai Cafe,OMR Navalur,Soup Menu,Miruthaniya Soup,99.0,0.0,0
Chhattisgarh,Raipur,Baskin Robbins - Ice Cream Desserts,Civil Lines,Freshly Scooped Tubs,Dutch Chocolate Ice Cream (Tub),357.0,0.0,0
Punjab,Chandigarh,Olio - The Wood Fired Pizzeria,SECTOR 24,Pastas,Chicken Kingdom Arrabbiata Pasta,399.0,0.0,0
Karnataka,Bengaluru,Baskin Robbins - Ice Cream Desserts,Sarjapur Road,Value Scoops,Mint Milk Chocolate Chips Ice Cream (Small Scoop),110.0,0.0,0
Tamil Nadu,Chennai,McDonald's,Nehru Nagar,Shravan Specials,Mexican McAloo Tikki Burger NONG,75.0,0.0,0
Tripura,Agartala,Rupar Tori Hotel & Restaurant,Gurkhabasti,Indian Rice & Breads,Tandoori Roti Butter,48.0,0.0,0
Madhya Pradesh,Indore,"Faasos - Wraps, Rolls & Shawarma",SAKET SQUARE,Recommended,Baked Paneer Tikka Pizza Wrap.,279.0,4.1,1
Mizoram,Aizawl,Roti Tarka,Upper Republic,Combos,Rice With Dal And Egg Curry,246.0,4.4,9
Jharkhand,Ranchi,Goila Butter Chicken,BLUE DIAMOND,GBC Special Rolls,Chicken Tikka Roll.,199.0,0.0,0
Chhattisgarh,Raipur,MP's Kitchen,Purena,Bevereges,Mineral Water,40.0,0.0,0
Telangana,Hyderabad,Firangi Bake,Shamshabad,Quesadilla,Paneer Tikka Quesadilla,269.0,4.2,1
West Bengal,Kolkata,Domino's Pizza,Barasat,Cheese Burst - 3 New Flavours,Chicken Golden Delight Cheese Burst,378.0,5.0,3
Karnataka,Bengaluru,Kanti Sweets,Yelahanka New,Cookies And Biscuits,Dry Fruit Biscuits (250 Gms),203.39,0.0,0
Chhattisgarh,Raipur,Baskin Robbins - Ice Cream Desserts,magnato the mall,Gifting And Sharing,Caramel Biscuit Ice Cream Rocks,283.9,0.0,0
Delhi,New Delhi,Faasos Signature Wraps & Rolls,Sector 19,Recommended,Egg Chicken Sausage Cheese Wrap,165.0,0.0,0
Haryana,Gurgaon,Harish Bakery,Old Railway Road,Pizza & Burger,Chilly Paneer Pizza - Small,160.0,3.9,28
Rajasthan,Jaipur,Cloud Kitchen,Vidhyadhar Nagar,Beverages,Chaas,30.0,0.0,0
Karnataka,Bengaluru,ITC Master Chef Creations,"Sanjay Nagar, New BEL Road",Breads & Rice,Butter Naan (1 pc),97.0,0.0,0
Rajasthan,Jaipur,Roastery Coffee House,C Scheme,Dessert,Banana Bread Pack Of 2,212.0,5.0,10
Jharkhand,Ranchi,The Food Court,Hatia,Snacks,Chinese Bhel,230.0,0.0,0
Tamil Nadu,Chennai,Ss Hyderabad Biryani,Sriperumbudur,Hyderabadi Dum Biryani (pakki Style),Mutton Super Pack,2300.0,5.0,5
Assam,Guwahati,KFC,Ganeshguri,GRILLED SMOKY RED CHICKEN,Smoky Red Grilled Chicken - 2 pc,249.0,4.5,39
Karnataka,Bengaluru,Big Bowl,Dasarahalli,Drinks,Masala Shikanji,99.0,4.7,4
Tamil Nadu,Chennai,Perambur Sri Annapoorani,Perambur,Dosa Varieties,Ghee Masal Dosa,140.0,4.1,18
Punjab,Chandigarh,McDonald's,Sector 35,Extra Value Meal Large,Large EVM Egg Wrap,271.0,0.0,0
Tamil Nadu,Chennai,Sangeetha Veg Restaurant,Poonamallee,Indian Breads,Paneer Paratha,160.0,3.8,4
Jharkhand,Ranchi,LunchBox - Meals and Thalis,Kokar,Desserts ,Rich Red Velvet Pastry,129.0,3.8,2
Karnataka,Bengaluru,Olio - The Wood Fired Pizzeria,J P Nagar,Recommended,Farmer's Pick Pizza,349.0,4.3,13
Delhi,New Delhi,Ovenfresh Cakes And Desserts,Sector 64,Pastries,Red Velvet Pastry,109.0,3.8,2
Rajasthan,Jaipur,PINK CITY FOOD CORNER,Laxmi Vihar,Juice & Shake,Oreo Shake,110.0,0.0,0
Madhya Pradesh,Indore,Maa Ki Rasoi,Vijay Nagar,Combos [Meal For 1],Dal Makhani Combo,240.0,3.4,9
Delhi,New Delhi,Hira Sweets,Sector 16_FBD,South Indian,Hira Special Uttapam,245.0,0.0,0
Odisha,Bhubaneswar,Cafe Coffee Day,Patrapada,Cold Coffee Delights,Cold Dark Frappe,359.0,4.6,8
Telangana,Hyderabad,Veg Meals by Lunchbox,Hafeezpet,Upwas Specials,Paneer Makhani Bowl.,369.0,0.0,0
Meghalaya,Shillong,Shaan Sweets And Snacks,Nongthymmai Nongkhyriem,South Indian,Tomato Uttapam,200.0,0.0,0
Tamil Nadu,Chennai,Domino's Pizza,Aerohub,BEVERAGES,Nagpur Orange,71.43,4.3,1
Karnataka,Bengaluru,FreshMenu,Yelahanka,Crispy Fried Chicken,Thai Fire Tenders(2pc),119.0,4.2,12
Maharashtra,Mumbai,Apsara Ice Creams,ULWE,Value Added Combo,Cheeky Chocolaty Combo,526.27,0.0,0
Telangana,Hyderabad,Theobroma,Nallagandla Village,Breads,French Baguette [140g],100.0,4.6,38
Delhi,New Delhi,McDonald's,Raj Nagar,Sides,McFlavor Fries  (Med.),147.0,4.1,60
Punjab,Chandigarh,Burger King,Sector 35,Recommended,Medium Fries,119.0,4.4,755
Haryana,Gurgaon,BOX8 - Desi Meals,Vasant Kunj,Mini Thali Meals,Dhaba-Style Mutton Mini Meal,359.0,4.9,13
Madhya Pradesh,Indore,The Good Bowl,Sheetal Nagar,Mini Bowls,Chicken Lababdar Mini Rice Bowl,269.0,0.0,0
Karnataka,Bengaluru,ITC Master Chef Creations,Doddathogur Village,Party Platters & Feast,Non-Veg Biryani Feast Hamper [Serves 4],2997.0,0.0,0
Himachal Pradesh,Shimla,Aao Ji Te Khao Ji,Mall Road Solan,Main Course,Rajma,240.0,0.0,0
Delhi,New Delhi,Olio - The Wood Fired Pizzeria,Uttam Nagar,Pasta Lunch Box,Lunch Box - Pollo Di Arrabbiata Pasta,349.0,3.5,4
Uttar Pradesh,Lucknow,Theobroma,VIBHUTI KHAND,Cupcakes,Strawberry Cupcake [1 Piece],95.0,3.8,8
Maharashtra,Mumbai,LeanCrust Pizza- ThinCrust Experts,Nerul,Buy 1 Get 1 @ 169 each,2 Large Pizzas @ 269 each [Eligible for added d...,538.0,4.8,2
Odisha,Bhubaneswar,Hotel Maharaja and Fast Food,Baramunda,Egg,Butter Egg Masala,159.0,0.0,0
West Bengal,Kolkata,China Belly By Wow! Momo,James Long,Rice Large(c),Prawn Chilli Basil Fried Rice Large,335.0,4.4,1
Uttar Pradesh,Lucknow,KFC,Jankipuram,ROLLS,Indian Tandoori Roll Chicken Meal,419.0,4.1,23
Karnataka,Bengaluru,Baskin Robbins - Ice Cream Desserts,Sarjapur Road,Ice Cream Rocks,Hazelnut Rocher Ice Cream Rocks,283.9,4.8,2
Karnataka,Bengaluru,Homely,Whitefield,Homely Rice Meals,Dal Chawal,229.0,0.0,0
Telangana,Hyderabad,KFC,Kapil Tower,Recommended,Spicy Zinger Burger and Popcorn Meal,449.0,2.0,5
Bihar,Patna,Bunk Restro & Cafe,Pat_Fatuha,Chinese Starters Non Veg,Chilli Chicken Boneless Gravy,239.0,0.0,0
Kerala,Kochi,Dubai Hut,Marad,Indian Breads,Nice Pathiri,12.0,4.1,21
Madhya Pradesh,Indore,Sweet Truth - Cake and Desserts,SAKET SQUARE,Recommended,Biscoff Cheesecake Combo (Box of 2),379.0,5.0,1
Bihar,Patna,Cherry Sweets & Confectioners,Patliputra Colony,Pastries,Mango Pastry        ,55.0,4.2,89
Tamil Nadu,Chennai,Arusuvai Cafe,OMR Navalur,Evening Special Menu,Onion Bajji,50.0,0.0,0
Mizoram,Aizawl,Elite Kitchen,Bazaar Bungkan,Fried Rice And Noodles,Mixed chowmein,260.0,0.0,0
Karnataka,Bengaluru,La Pino'z Pizza,Vajarahalli Gramatana,DOTD,Farm Villa Pizza Regular,286.0,0.0,0
Uttar Pradesh,Lucknow,KFC,Gomti Nagar,FLAT 179 SPECIAL MEALS/BUCKET,Rice Bowlz - Veg,199.05,4.5,2
Jharkhand,Ranchi,Burger King,Lalpur,Korean Spicy Fest(Limited Time Only),Korean Spicy Chicken (4 Pc),199.0,4.7,7
Manipur,Imphal,New Blue Moon,Dharmasala,Indian Breads,Plain Kulcha,92.0,0.0,0
Jharkhand,Ranchi,The Food Court,Hatia,Pizza,Peppy Paneer Pizza,290.0,2.9,14
Karnataka,Bengaluru,The Good Bowl,Kengeri Satellite Town,Classic Bowls,Dal Makhani Rice Bowl,209.0,4.6,93
Rajasthan,Jaipur,Bombay Mishthan Bhandar (Bmb) - Durapura,Durgapura,Combos,Dal Makhani With Rice,240.0,0.0,0
Tamil Nadu,Chennai,McDonald's,Nehru Nagar,Coffee & Beverages (Hot and Cold),Coke zero can,66.66,4.5,158
Gujarat,Ahmedabad,Food On Way,Celebration City Centre Bopal,Rice Combo,Pulav With Dahi,239.0,5.0,23
West Bengal,Kolkata,KFC,Newtown,EPIC SAVINGS BUCKET FOR 3-4 (UP TO 32% OFF),Ultimate Savings Chicken Bucket,749.0,4.3,206
Karnataka,Bengaluru,Paakashala,Sahakara Nagar,Juice,Watermelon Juice,120.0,3.4,36
Jharkhand,Ranchi,Kaveri - Lalpur,Lalpur,South Indian Dishes,Paper Plain Dosa,244.0,2.9,47
Nagaland,Kohima,The Core,Kohima,Indian Breads,Poori bhaji,150.0,4.6,16
Odisha,Bhubaneswar,Jagannath Mandir Arna Prasad,Pandaba Nagar,Desserts,Kheeri,40.0,4.7,49
Punjab,Chandigarh,Burger King,Panchkula,Recommended,Original Whopper Veg(XL size Bun),189.0,4.4,32
Uttarakhand,Dehradun,KFC,Shahastradhara,Desserts & Beverages,Pepsi Can 330 ml,66.67,0.0,0
Tripura,Agartala,Domino's Pizza,Dom_Only_Agartala,Chicken Feast,Garlic Cheesiken,169.0,4.5,3
West Bengal,Kolkata,VIP Sweets Pvt. Ltd.,Rajarhat,Recommended,Peda,120.0,4.4,3
Gujarat,Ahmedabad,Makhani Darbar,Ugti Dham,Recommended,Mutton Dum Biryani Executive Thali,499.0,0.0,0
Madhya Pradesh,Indore,Veg Darbar by Behrouz Biryani,SAKET SQUARE,Recommended,Zaikedaar Paneer Biryani (Paneer Dum Biryani - Serves 4-5),1499.0,0.0,0
Odisha,Bhubaneswar,Bawarchi Ac Family Restaurant,Municipal Colony,Match Day Special Combos,Ipl Specialcombo 4 [Four],699.0,4.5,13
Gujarat,Ahmedabad,KFC,Palladium,Rice Bowlz,PC Rice Bowlz,229.52,4.5,25
Jammu and Kashmir,Srinagar,BIZZA Cafe Heritage,Nigeen,Choco & Coffee,Cappuccino Coffee,155.0,0.0,0
Sikkim,Gangtok,Pizza Hut,Gangtok,Garlic Bread,Exotica Veggie Garlic Bread,159.0,4.0,5
Rajasthan,Jaipur,Puneet Misthan Bhandar,Kukas,Desserts,Anguri Petha,80.0,0.0,0
Goa,Panaji,NIC Ice Creams,Mapusa,100 ml Ice creams,Sitaphal Ice Cream 100ml,76.27,4.9,55
Himachal Pradesh,Shimla,Grits N Gravy,Mall Road Solan,Non-Veg Snacks,Chilli Chicken,229.0,3.5,7
Rajasthan,Jaipur,Pasta Paradise,Khatipura,Pizza & Garlic Bread,Mushoom & Panner Pizza [7 Inch],269.0,0.0,0
Haryana,Gurgaon,BOX8 - Desi Meals,Vasant Kunj,Desserts,Choco Lava Cake + Coke Combo @ Rs.79 ,79.0,4.5,10
Uttar Pradesh,Lucknow,Mahalaxmi Sweets & Restaurant,Aliganj,South Indian,Uttapam Mix,220.0,4.8,193
Chhattisgarh,Raipur,KFC,Shankar Nagar,Burgers,Spicy Zinger Burger and Chicken Meal,388.57,4.6,1
Haryana,Gurgaon,Biryani By Kilo,Sector-106,Extras,Salan [200ml],69.0,4.2,1
Bihar,Patna,Grill Inn,Hajipur,Burgers And Sandwiches,Aloo Tikki Burger,69.0,4.2,70
West Bengal,Kolkata,Madhu's Kitchen,Jadavpur,Breads,Plain Paratha ( Maida ),23.0,0.0,0
Delhi,New Delhi,Sweet Truth - Cake and Desserts,Sector 19,Dessert Jars,Blueberry Cheesecake Jar (Pack of 2),349.0,0.0,0
Assam,Guwahati,The Good Bowl,Beltola,Starters,Chicken Tikki (5 pcs),139.0,4.8,30
Karnataka,Bengaluru,Appu Donne Biriyani Palace,Rajarajeshwari Nagar,Egg,Egg boti fry,230.0,3.8,7
Gujarat,Ahmedabad,Burger Farm,Ghatlodia,My Favourite,2 Farm Egg,148.0,4.9,6
